Organism	Name	Cell Type	Reference	URL	Entrez ID	Function
Human	RBP1	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	5947	retinol binding protein 1
Human	DCN	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	1634	decorin
Human	MYL9	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	10398	myosin light chain 9
Human	TPM2	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	7169	tropomyosin 2
Human	MEG3	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	55384	maternally expressed 3
Human	BGN	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	633	biglycan
Human	IGFBP7	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	3490	insulin like growth factor binding protein 7
Human	IGFBP3	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	3486	insulin like growth factor binding protein 3
Human	CYR61	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	3491	cellular communication network factor 1
Human	OLFML3	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	56944	olfactomedin like 3
Human	IGFBP6	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	3489	insulin like growth factor binding protein 6
Human	CCL2	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	6347	C-C motif chemokine ligand 2
Human	COLEC11	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	78989	collectin subfamily member 11
Human	HGF	Hepatic stellate cells	PanglaoDB	https://panglaodb.se/	3082	hepatocyte growth factor
Human	AFP	Hepatoblasts	PanglaoDB	https://panglaodb.se/	174	alpha fetoprotein
Human	ALB	Hepatoblasts	PanglaoDB	https://panglaodb.se/	213	albumin
Human	CEBPA	Hepatoblasts	PanglaoDB	https://panglaodb.se/	1050	CCAAT enhancer binding protein alpha
Human	KRT14	Hepatoblasts	PanglaoDB	https://panglaodb.se/	3861	keratin 14
Human	DLK1	Hepatoblasts	PanglaoDB	https://panglaodb.se/	8788	delta like non-canonical Notch ligand 1
Human	CDH1	Hepatoblasts	PanglaoDB	https://panglaodb.se/	999	cadherin 1
Human	FOXM1	Hepatoblasts	PanglaoDB	https://panglaodb.se/	2305	forkhead box M1
Human	GGT1	Hepatoblasts	PanglaoDB	https://panglaodb.se/	2678	gamma-glutamyltransferase 1
Human	HNF4A	Hepatoblasts	PanglaoDB	https://panglaodb.se/	3172	hepatocyte nuclear factor 4 alpha
Human	PROX1	Hepatoblasts	PanglaoDB	https://panglaodb.se/	5629	prospero homeobox 1
Human	MAP2K4	Hepatoblasts	PanglaoDB	https://panglaodb.se/	6416	mitogen-activated protein kinase kinase 4
Human	SMAD5	Hepatoblasts	PanglaoDB	https://panglaodb.se/	4090	SMAD family member 5
Human	KRT18	Hepatoblasts	PanglaoDB	https://panglaodb.se/	3875	keratin 18
Human	KRT8	Hepatoblasts	PanglaoDB	https://panglaodb.se/	3856	keratin 8
Human	HNF1B	Hepatoblasts	PanglaoDB	https://panglaodb.se/	6928	HNF1 homeobox B
Human	HHEX	Hepatoblasts	PanglaoDB	https://panglaodb.se/	3087	hematopoietically expressed homeobox
Human	MET	Hepatoblasts	PanglaoDB	https://panglaodb.se/	4233	MET proto-oncogene, receptor tyrosine kinase
Human	FOSL1	Hepatocytes	PanglaoDB	https://panglaodb.se/	8061	FOS like 1, AP-1 transcription factor subunit
Human	EPPK1	Hepatocytes	PanglaoDB	https://panglaodb.se/	83481	epiplakin 1
Human	UCP2	Hepatocytes	PanglaoDB	https://panglaodb.se/	7351	uncoupling protein 2
Human	GCK	Hepatocytes	PanglaoDB	https://panglaodb.se/	2645	glucokinase
Human	LRP5	Hepatocytes	PanglaoDB	https://panglaodb.se/	4041	LDL receptor related protein 5
Human	SLC10A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	6554	solute carrier family 10 member 1
Human	NOS2	Hepatocytes	PanglaoDB	https://panglaodb.se/	4843	nitric oxide synthase 2
Human	ATP7B	Hepatocytes	PanglaoDB	https://panglaodb.se/	540	ATPase copper transporting beta
Human	HNF4A	Hepatocytes	PanglaoDB	https://panglaodb.se/	3172	hepatocyte nuclear factor 4 alpha
Human	GJB2	Hepatocytes	PanglaoDB	https://panglaodb.se/	2706	gap junction protein beta 2
Human	FGFR4	Hepatocytes	PanglaoDB	https://panglaodb.se/	2264	fibroblast growth factor receptor 4
Human	PROX1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5629	prospero homeobox 1
Human	CRP	Hepatocytes	PanglaoDB	https://panglaodb.se/	1401	C-reactive protein
Human	GRP	Hepatocytes	PanglaoDB	https://panglaodb.se/	2922	gastrin releasing peptide
Human	SLC2A2	Hepatocytes	PanglaoDB	https://panglaodb.se/	6514	solute carrier family 2 member 2
Human	TFR2	Hepatocytes	PanglaoDB	https://panglaodb.se/	7036	transferrin receptor 2
Human	KIF13B	Hepatocytes	PanglaoDB	https://panglaodb.se/	23303	kinesin family member 13B
Human	LIPC	Hepatocytes	PanglaoDB	https://panglaodb.se/	3990	lipase C, hepatic type
Human	VDR	Hepatocytes	PanglaoDB	https://panglaodb.se/	7421	vitamin D receptor
Human	ASGR1	Hepatocytes	PanglaoDB	https://panglaodb.se/	432	asialoglycoprotein receptor 1
Human	ARG1	Hepatocytes	PanglaoDB	https://panglaodb.se/	383	arginase 1
Human	AFP	Hepatocytes	PanglaoDB	https://panglaodb.se/	174	alpha fetoprotein
Human	ALB	Hepatocytes	PanglaoDB	https://panglaodb.se/	213	albumin
Human	G6PC	Hepatocytes	PanglaoDB	https://panglaodb.se/	2538	glucose-6-phosphatase catalytic subunit
Human	OTC	Hepatocytes	PanglaoDB	https://panglaodb.se/	5009	ornithine carbamoyltransferase
Human	SERPINA1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5265	serpin family A member 1
Human	UGT1A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	54658	UDP glucuronosyltransferase family 1 member A1
Human	ZHX2	Hepatocytes	PanglaoDB	https://panglaodb.se/	22882	zinc fingers and homeoboxes 2
Human	HHEX	Hepatocytes	PanglaoDB	https://panglaodb.se/	3087	hematopoietically expressed homeobox
Human	FOXA3	Hepatocytes	PanglaoDB	https://panglaodb.se/	3171	forkhead box A3
Human	FOXA2	Hepatocytes	PanglaoDB	https://panglaodb.se/	3170	forkhead box A2
Human	FOXA1	Hepatocytes	PanglaoDB	https://panglaodb.se/	3169	forkhead box A1
Human	CYP7A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1581	cytochrome P450 family 7 subfamily A member 1
Human	CYP3A7	Hepatocytes	PanglaoDB	https://panglaodb.se/	1551	cytochrome P450 family 3 subfamily A member 7
Human	CYP3A4	Hepatocytes	PanglaoDB	https://panglaodb.se/	1576	cytochrome P450 family 3 subfamily A member 4
Human	CYP2E1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1571	cytochrome P450 family 2 subfamily E member 1
Human	CYP2D6	Hepatocytes	PanglaoDB	https://panglaodb.se/	1565	cytochrome P450 family 2 subfamily D member 6
Human	CYP2C9	Hepatocytes	PanglaoDB	https://panglaodb.se/	1559	cytochrome P450 family 2 subfamily C member 9
Human	CYP2C8	Hepatocytes	PanglaoDB	https://panglaodb.se/	1558	cytochrome P450 family 2 subfamily C member 8
Human	CYP2C19	Hepatocytes	PanglaoDB	https://panglaodb.se/	1557	cytochrome P450 family 2 subfamily C member 19
Human	CYP2B6	Hepatocytes	PanglaoDB	https://panglaodb.se/	1555	cytochrome P450 family 2 subfamily B member 6
Human	CYP2A6	Hepatocytes	PanglaoDB	https://panglaodb.se/	1548	cytochrome P450 family 2 subfamily A member 6
Human	CYP1A2	Hepatocytes	PanglaoDB	https://panglaodb.se/	1544	cytochrome P450 family 1 subfamily A member 2
Human	CEBPA	Hepatocytes	PanglaoDB	https://panglaodb.se/	1050	CCAAT enhancer binding protein alpha
Human	CDH1	Hepatocytes	PanglaoDB	https://panglaodb.se/	999	cadherin 1
Human	GPC3	Hepatocytes	PanglaoDB	https://panglaodb.se/	2719	glypican 3
Human	AHR	Hepatocytes	PanglaoDB	https://panglaodb.se/	196	aryl hydrocarbon receptor
Human	CYP1A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1543	cytochrome P450 family 1 subfamily A member 1
Human	NR1I3	Hepatocytes	PanglaoDB	https://panglaodb.se/	9970	nuclear receptor subfamily 1 group I member 3
Human	CPS1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1373	carbamoyl-phosphate synthase 1
Human	GLS2	Hepatocytes	PanglaoDB	https://panglaodb.se/	27165	glutaminase 2
Human	PCK1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5105	phosphoenolpyruvate carboxykinase 1
Human	TAT	Hepatocytes	PanglaoDB	https://panglaodb.se/	6898	tyrosine aminotransferase
Human	WT1	Hepatocytes	PanglaoDB	https://panglaodb.se/	7490	WT1 transcription factor
Human	PRRG4	Hepatocytes	PanglaoDB	https://panglaodb.se/	79056	proline rich and Gla domain 4
Human	SULT1A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	6817	sulfotransferase family 1A member 1
Human	APOH	Hepatocytes	PanglaoDB	https://panglaodb.se/	350	apolipoprotein H
Human	CTNNB1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1499	catenin beta 1
Human	ABCC3	Hepatocytes	PanglaoDB	https://panglaodb.se/	8714	ATP binding cassette subfamily C member 3
Human	FGB	Hepatocytes	PanglaoDB	https://panglaodb.se/	2244	fibrinogen beta chain
Human	AQP3	Hepatocytes	PanglaoDB	https://panglaodb.se/	360	aquaporin 3 (Gill blood group)
Human	PLSCR1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5359	phospholipid scramblase 1
Human	FGA	Hepatocytes	PanglaoDB	https://panglaodb.se/	2243	fibrinogen alpha chain
Human	APOB	Hepatocytes	PanglaoDB	https://panglaodb.se/	338	apolipoprotein B
Human	ANG	Hepatocytes	PanglaoDB	https://panglaodb.se/	283	angiogenin
Human	ANXA13	Hepatocytes	PanglaoDB	https://panglaodb.se/	312	annexin A13
Human	SAT2	Hepatocytes	PanglaoDB	https://panglaodb.se/	112483	spermidine/spermine N1-acetyltransferase family member 2
Human	SFRP5	Hepatocytes	PanglaoDB	https://panglaodb.se/	6425	secreted frizzled related protein 5
Human	A1CF	Hepatocytes	PanglaoDB	https://panglaodb.se/	29974	APOBEC1 complementation factor
Human	APOA1	Hepatocytes	PanglaoDB	https://panglaodb.se/	335	apolipoprotein A1
Human	BNIP3	Hepatocytes	PanglaoDB	https://panglaodb.se/	664	BCL2 interacting protein 3
Human	FGL1	Hepatocytes	PanglaoDB	https://panglaodb.se/	2267	fibrinogen like 1
Human	PAH	Hepatocytes	PanglaoDB	https://panglaodb.se/	5053	phenylalanine hydroxylase
Human	SERPINA6	Hepatocytes	PanglaoDB	https://panglaodb.se/	866	serpin family A member 6
Human	APOA2	Hepatocytes	PanglaoDB	https://panglaodb.se/	336	apolipoprotein A2
Human	AZGP1	Hepatocytes	PanglaoDB	https://panglaodb.se/	563	alpha-2-glycoprotein 1, zinc-binding
Human	FGG	Hepatocytes	PanglaoDB	https://panglaodb.se/	2266	fibrinogen gamma chain
Human	APOC3	Hepatocytes	PanglaoDB	https://panglaodb.se/	345	apolipoprotein C3
Human	DEFB1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1672	defensin beta 1
Human	TM4SF4	Hepatocytes	PanglaoDB	https://panglaodb.se/	7104	transmembrane 4 L six family member 4
Human	GC	Hepatocytes	PanglaoDB	https://panglaodb.se/	2638	GC vitamin D binding protein
Human	AMBP	Hepatocytes	PanglaoDB	https://panglaodb.se/	259	alpha-1-microglobulin/bikunin precursor
Human	ORM1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5004	orosomucoid 1
Human	TTR	Hepatocytes	PanglaoDB	https://panglaodb.se/	7276	transthyretin
Human	HAL	Hepatocytes	PanglaoDB	https://panglaodb.se/	3034	histidine ammonia-lyase
Human	ASS1	Hepatocytes	PanglaoDB	https://panglaodb.se/	445	argininosuccinate synthase 1
Human	CYP2A7	Hepatocytes	PanglaoDB	https://panglaodb.se/	1549	cytochrome P450 family 2 subfamily A member 7
Human	SCD	Hepatocytes	PanglaoDB	https://panglaodb.se/	6319	stearoyl-CoA desaturase
Human	HMGCS1	Hepatocytes	PanglaoDB	https://panglaodb.se/	3157	3-hydroxy-3-methylglutaryl-CoA synthase 1
Human	ACSS2	Hepatocytes	PanglaoDB	https://panglaodb.se/	55902	acyl-CoA synthetase short chain family member 2
Human	TM7SF2	Hepatocytes	PanglaoDB	https://panglaodb.se/	7108	transmembrane 7 superfamily member 2
Human	SEC16B	Hepatocytes	PanglaoDB	https://panglaodb.se/	89866	SEC16 homolog B, endoplasmic reticulum export factor
Human	SLBP	Hepatocytes	PanglaoDB	https://panglaodb.se/	7884	stem-loop binding protein
Human	RND3	Hepatocytes	PanglaoDB	https://panglaodb.se/	390	Rho family GTPase 3
Human	BCHE	Hepatocytes	PanglaoDB	https://panglaodb.se/	590	butyrylcholinesterase
Human	GHR	Hepatocytes	PanglaoDB	https://panglaodb.se/	2690	growth hormone receptor
Human	ALDH6A1	Hepatocytes	PanglaoDB	https://panglaodb.se/	4329	aldehyde dehydrogenase 6 family member A1
Human	MASP2	Hepatocytes	PanglaoDB	https://panglaodb.se/	10747	mannan binding lectin serine peptidase 2
Human	AKR1C1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1645	aldo-keto reductase family 1 member C1
Human	HPR	Hepatocytes	PanglaoDB	https://panglaodb.se/	3250	haptoglobin-related protein
Human	HAMP	Hepatocytes	PanglaoDB	https://panglaodb.se/	57817	hepcidin antimicrobial peptide
Human	GLUL	Hepatocytes	PanglaoDB	https://panglaodb.se/	2752	glutamate-ammonia ligase
Human	ACLY	Hepatocytes	PanglaoDB	https://panglaodb.se/	47	ATP citrate lyase
Human	ASL	Hepatocytes	PanglaoDB	https://panglaodb.se/	435	argininosuccinate lyase
Human	TMEM97	Hepatocytes	PanglaoDB	https://panglaodb.se/	27346	transmembrane protein 97
Human	CP	Hepatocytes	PanglaoDB	https://panglaodb.se/	1356	ceruloplasmin
Human	SLPI	Hepatocytes	PanglaoDB	https://panglaodb.se/	6590	secretory leukocyte peptidase inhibitor
Human	ACAT2	Hepatocytes	PanglaoDB	https://panglaodb.se/	39	acetyl-CoA acetyltransferase 2
Human	TM4SF5	Hepatocytes	PanglaoDB	https://panglaodb.se/	9032	transmembrane 4 L six family member 5
Human	MSMO1	Hepatocytes	PanglaoDB	https://panglaodb.se/	6307	methylsterol monooxygenase 1
Human	LEPR	Hepatocytes	PanglaoDB	https://panglaodb.se/	3953	leptin receptor
Human	RCAN1	Hepatocytes	PanglaoDB	https://panglaodb.se/	1827	regulator of calcineurin 1
Human	AR	Hepatocytes	PanglaoDB	https://panglaodb.se/	367	androgen receptor
Human	PLIN1	Hepatocytes	PanglaoDB	https://panglaodb.se/	5346	perilipin 1
Human	RPP25L	Hepatocytes	PanglaoDB	https://panglaodb.se/	138716	ribonuclease P/MRP subunit p25 like
Human	HSD11B1	Hepatocytes	PanglaoDB	https://panglaodb.se/	3290	hydroxysteroid 11-beta dehydrogenase 1
Human	APOM	Hepatocytes	PanglaoDB	https://panglaodb.se/	55937	apolipoprotein M
Human	TKFC	Hepatocytes	PanglaoDB	https://panglaodb.se/	26007	triokinase and FMN cyclase
Human	G0S2	Hepatocytes	PanglaoDB	https://panglaodb.se/	50486	G0/G1 switch 2
Human	PON3	Hepatocytes	PanglaoDB	https://panglaodb.se/	5446	paraoxonase 3
Human	C1ORF53	Hepatocytes	PanglaoDB	https://panglaodb.se/	388722	chromosome 1 open reading frame 53
Human	TTC36	Hepatocytes	PanglaoDB	https://panglaodb.se/	143941	tetratricopeptide repeat domain 36
Human	GOLT1A	Hepatocytes	PanglaoDB	https://panglaodb.se/	127845	golgi transport 1A
Human	FST	Hepatocytes	PanglaoDB	https://panglaodb.se/	10468	follistatin
Human	MCC	Hepatocytes	PanglaoDB	https://panglaodb.se/	4163	MCC regulator of WNT signaling pathway
Human	AQP9	Hepatocytes	PanglaoDB	https://panglaodb.se/	366	aquaporin 9
Human	GSTA2	Hepatocytes	PanglaoDB	https://panglaodb.se/	2939	glutathione S-transferase alpha 2
Human	NNT	Hepatocytes	PanglaoDB	https://panglaodb.se/	23530	nicotinamide nucleotide transhydrogenase
Human	SAA4	Hepatocytes	PanglaoDB	https://panglaodb.se/	6291	serum amyloid A4, constitutive
Human	MRPS18C	Hepatocytes	PanglaoDB	https://panglaodb.se/	51023	mitochondrial ribosomal protein S18C
Human	OCIAD1	Hepatocytes	PanglaoDB	https://panglaodb.se/	54940	OCIA domain containing 1
Human	APOA5	Hepatocytes	PanglaoDB	https://panglaodb.se/	116519	apolipoprotein A5
Human	ENTPD5	Hepatocytes	PanglaoDB	https://panglaodb.se/	957	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
Human	C4B	Hepatocytes	PanglaoDB	https://panglaodb.se/	721	complement C4B (Chido blood group)
Human	EID2	Hepatocytes	PanglaoDB	https://panglaodb.se/	163126	EP300 interacting inhibitor of differentiation 2
Human	TP53INP2	Hepatocytes	PanglaoDB	https://panglaodb.se/	58476	tumor protein p53 inducible nuclear protein 2
Human	ATIC	Hepatocytes	PanglaoDB	https://panglaodb.se/	471	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
Human	SERPINH1	Hepatocytes	PanglaoDB	https://panglaodb.se/	871	serpin family H member 1
Human	SAMD5	Hepatocytes	PanglaoDB	https://panglaodb.se/	389432	sterile alpha motif domain containing 5
Human	GRB14	Hepatocytes	PanglaoDB	https://panglaodb.se/	2888	growth factor receptor bound protein 14
Human	ABCD3	Hepatocytes	PanglaoDB	https://panglaodb.se/	5825	ATP binding cassette subfamily D member 3
Human	RHOB	Hepatocytes	PanglaoDB	https://panglaodb.se/	388	ras homolog family member B
Human	EPB41L4B	Hepatocytes	PanglaoDB	https://panglaodb.se/	54566	erythrocyte membrane protein band 4.1 like 4B
Human	GPAT4	Hepatocytes	PanglaoDB	https://panglaodb.se/	137964	glycerol-3-phosphate acyltransferase 4
Human	SPTBN1	Hepatocytes	PanglaoDB	https://panglaodb.se/	6711	spectrin beta, non-erythrocytic 1
Human	SDC2	Hepatocytes	PanglaoDB	https://panglaodb.se/	6383	syndecan 2
Human	PHLDA1	Hepatocytes	PanglaoDB	https://panglaodb.se/	22822	pleckstrin homology like domain family A member 1
Human	WTAP	Hepatocytes	PanglaoDB	https://panglaodb.se/	9589	WT1 associated protein
Human	ACADM	Hepatocytes	PanglaoDB	https://panglaodb.se/	34	acyl-CoA dehydrogenase medium chain
Human	GJA5	His bundle cells	PanglaoDB	https://panglaodb.se/	2702	gap junction protein alpha 5
Human	GJC1	His bundle cells	PanglaoDB	https://panglaodb.se/	10052	gap junction protein gamma 1
Human	KCNK3	His bundle cells	PanglaoDB	https://panglaodb.se/	3777	potassium two pore domain channel subfamily K member 3
Human	PAX6	Immature neurons	PanglaoDB	https://panglaodb.se/	5080	paired box 6
Human	PCLO	Immature neurons	PanglaoDB	https://panglaodb.se/	27445	piccolo presynaptic cytomatrix protein
Human	CUX2	Immature neurons	PanglaoDB	https://panglaodb.se/	23316	cut like homeobox 2
Human	SLC12A5	Immature neurons	PanglaoDB	https://panglaodb.se/	57468	solute carrier family 12 member 5
Human	POMC	Immature neurons	PanglaoDB	https://panglaodb.se/	5443	proopiomelanocortin
Human	STIM2	Immature neurons	PanglaoDB	https://panglaodb.se/	57620	stromal interaction molecule 2
Human	RAX	Immature neurons	PanglaoDB	https://panglaodb.se/	30062	retina and anterior neural fold homeobox
Human	CUL5	Immature neurons	PanglaoDB	https://panglaodb.se/	8065	cullin 5
Human	HIVEP2	Immature neurons	PanglaoDB	https://panglaodb.se/	3097	HIVEP zinc finger 2
Human	FUT9	Immature neurons	PanglaoDB	https://panglaodb.se/	10690	fucosyltransferase 9
Human	TBR1	Immature neurons	PanglaoDB	https://panglaodb.se/	10716	T-box brain transcription factor 1
Human	PROX1	Immature neurons	PanglaoDB	https://panglaodb.se/	5629	prospero homeobox 1
Human	NTRK3	Immature neurons	PanglaoDB	https://panglaodb.se/	4916	neurotrophic receptor tyrosine kinase 3
Human	RND2	Immature neurons	PanglaoDB	https://panglaodb.se/	8153	Rho family GTPase 2
Human	FEZF2	Immature neurons	PanglaoDB	https://panglaodb.se/	55079	FEZ family zinc finger 2
Human	SOX5	Immature neurons	PanglaoDB	https://panglaodb.se/	6660	SRY-box transcription factor 5
Human	ROBO1	Immature neurons	PanglaoDB	https://panglaodb.se/	6091	roundabout guidance receptor 1
Human	EPHA7	Immature neurons	PanglaoDB	https://panglaodb.se/	2045	EPH receptor A7
Human	EPHA3	Immature neurons	PanglaoDB	https://panglaodb.se/	2042	EPH receptor A3
Human	YY2	Immature neurons	PanglaoDB	https://panglaodb.se/	404281	YY2 transcription factor
Human	SLC1A1	Immature neurons	PanglaoDB	https://panglaodb.se/	6505	solute carrier family 1 member 1
Human	NOTCH3	Immature neurons	PanglaoDB	https://panglaodb.se/	4854	notch receptor 3
Human	NOTCH1	Immature neurons	PanglaoDB	https://panglaodb.se/	4851	notch receptor 1
Human	LHX6	Immature neurons	PanglaoDB	https://panglaodb.se/	26468	LIM homeobox 6
Human	NES	Immature neurons	PanglaoDB	https://panglaodb.se/	10763	nestin
Human	RBFOX3	Immature neurons	PanglaoDB	https://panglaodb.se/	146713	RNA binding fox-1 homolog 3
Human	CREB1	Immature neurons	PanglaoDB	https://panglaodb.se/	1385	cAMP responsive element binding protein 1
Human	NEUROD1	Immature neurons	PanglaoDB	https://panglaodb.se/	4760	neuronal differentiation 1
Human	ASCL1	Immature neurons	PanglaoDB	https://panglaodb.se/	429	achaete-scute family bHLH transcription factor 1
Human	NTRK1	Immature neurons	PanglaoDB	https://panglaodb.se/	4914	neurotrophic receptor tyrosine kinase 1
Human	SYN1	Immature neurons	PanglaoDB	https://panglaodb.se/	6853	synapsin I
Human	NF1	Immature neurons	PanglaoDB	https://panglaodb.se/	4763	neurofibromin 1
Human	BCL2	Immature neurons	PanglaoDB	https://panglaodb.se/	596	BCL2 apoptosis regulator
Human	SLC6A5	Immature neurons	PanglaoDB	https://panglaodb.se/	9152	solute carrier family 6 member 5
Human	FOXD2	Immature neurons	PanglaoDB	https://panglaodb.se/	2306	forkhead box D2
Human	ICAM5	Immature neurons	PanglaoDB	https://panglaodb.se/	7087	intercellular adhesion molecule 5
Human	SSTR2	Immature neurons	PanglaoDB	https://panglaodb.se/	6752	somatostatin receptor 2
Human	NEUROG2	Immature neurons	PanglaoDB	https://panglaodb.se/	63973	neurogenin 2
Human	FOXI1	Intercalated cells	PanglaoDB	https://panglaodb.se/	2299	forkhead box I1
Human	SLC26A11	Intercalated cells	PanglaoDB	https://panglaodb.se/	284129	solute carrier family 26 member 11
Human	CLCNKB	Intercalated cells	PanglaoDB	https://panglaodb.se/	1188	chloride voltage-gated channel Kb
Human	SLC4A1	Intercalated cells	PanglaoDB	https://panglaodb.se/	6521	solute carrier family 4 member 1 (Diego blood group)
Human	SLC26A4	Intercalated cells	PanglaoDB	https://panglaodb.se/	5172	solute carrier family 26 member 4
Human	ATP6V1B1	Intercalated cells	PanglaoDB	https://panglaodb.se/	525	ATPase H+ transporting V1 subunit B1
Human	SLC4A8	Intercalated cells	PanglaoDB	https://panglaodb.se/	9498	solute carrier family 4 member 8
Human	AQP6	Intercalated cells	PanglaoDB	https://panglaodb.se/	363	aquaporin 6
Human	ATP6V1C2	Intercalated cells	PanglaoDB	https://panglaodb.se/	245973	ATPase H+ transporting V1 subunit C2
Human	ATP6V1G3	Intercalated cells	PanglaoDB	https://panglaodb.se/	127124	ATPase H+ transporting V1 subunit G3
Human	ATP6V0D2	Intercalated cells	PanglaoDB	https://panglaodb.se/	245972	ATPase H+ transporting V0 subunit d2
Human	OXGR1	Intercalated cells	PanglaoDB	https://panglaodb.se/	27199	oxoglutarate receptor 1
Human	RHCG	Intercalated cells	PanglaoDB	https://panglaodb.se/	51458	Rh family C glycoprotein
Human	TMEM213	Intercalated cells	PanglaoDB	https://panglaodb.se/	155006	transmembrane protein 213
Human	EGF	Intercalated cells	PanglaoDB	https://panglaodb.se/	1950	epidermal growth factor
Human	FXYD2	Intercalated cells	PanglaoDB	https://panglaodb.se/	486	FXYD domain containing ion transport regulator 2
Human	AVPR1A	Intercalated cells	PanglaoDB	https://panglaodb.se/	552	arginine vasopressin receptor 1A
Human	CLCNKA	Intercalated cells	PanglaoDB	https://panglaodb.se/	1187	chloride voltage-gated channel Ka
Human	RHBG	Intercalated cells	PanglaoDB	https://panglaodb.se/	57127	Rh family B glycoprotein (gene/pseudogene)
Human	DMRT2	Intercalated cells	PanglaoDB	https://panglaodb.se/	10655	doublesex and mab-3 related transcription factor 2
Human	P2RY14	Intercalated cells	PanglaoDB	https://panglaodb.se/	9934	purinergic receptor P2Y14
Human	AP1S3	Intercalated cells	PanglaoDB	https://panglaodb.se/	130340	adaptor related protein complex 1 subunit sigma 3
Human	INSRR	Intercalated cells	PanglaoDB	https://panglaodb.se/	3645	insulin receptor related receptor
Human	JAG1	Intercalated cells	PanglaoDB	https://panglaodb.se/	182	jagged canonical Notch ligand 1
Human	ADGRF5	Intercalated cells	PanglaoDB	https://panglaodb.se/	221395	adhesion G protein-coupled receptor F5
Human	CALB1	Interneurons	PanglaoDB	https://panglaodb.se/	793	calbindin 1
Human	CCK	Interneurons	PanglaoDB	https://panglaodb.se/	885	cholecystokinin
Human	CHAT	Interneurons	PanglaoDB	https://panglaodb.se/	1103	choline O-acetyltransferase
Human	VSX2	Interneurons	PanglaoDB	https://panglaodb.se/	338917	visual system homeobox 2
Human	EN1	Interneurons	PanglaoDB	https://panglaodb.se/	2019	engrailed homeobox 1
Human	ETV1	Interneurons	PanglaoDB	https://panglaodb.se/	2115	ETS variant transcription factor 1
Human	EVX1	Interneurons	PanglaoDB	https://panglaodb.se/	2128	even-skipped homeobox 1
Human	GAD1	Interneurons	PanglaoDB	https://panglaodb.se/	2571	glutamate decarboxylase 1
Human	ISL1	Interneurons	PanglaoDB	https://panglaodb.se/	3670	ISL LIM homeobox 1
Human	LHX1	Interneurons	PanglaoDB	https://panglaodb.se/	3975	LIM homeobox 1
Human	LHX5	Interneurons	PanglaoDB	https://panglaodb.se/	64211	LIM homeobox 5
Human	LHX3	Interneurons	PanglaoDB	https://panglaodb.se/	8022	LIM homeobox 3
Human	LHX6	Interneurons	PanglaoDB	https://panglaodb.se/	26468	LIM homeobox 6
Human	GRM1	Interneurons	PanglaoDB	https://panglaodb.se/	2911	glutamate metabotropic receptor 1
Human	NPY	Interneurons	PanglaoDB	https://panglaodb.se/	4852	neuropeptide Y
Human	OPRM1	Interneurons	PanglaoDB	https://panglaodb.se/	4988	opioid receptor mu 1
Human	GRIN2D	Interneurons	PanglaoDB	https://panglaodb.se/	2906	glutamate ionotropic receptor NMDA type subunit 2D
Human	NOS1	Interneurons	PanglaoDB	https://panglaodb.se/	4842	nitric oxide synthase 1
Human	PVALB	Interneurons	PanglaoDB	https://panglaodb.se/	5816	parvalbumin
Human	PAX2	Interneurons	PanglaoDB	https://panglaodb.se/	5076	paired box 2
Human	SST	Interneurons	PanglaoDB	https://panglaodb.se/	6750	somatostatin
Human	TACR1	Interneurons	PanglaoDB	https://panglaodb.se/	6869	tachykinin receptor 1
Human	VIP	Interneurons	PanglaoDB	https://panglaodb.se/	7432	vasoactive intestinal peptide
Human	CRHR1	Interneurons	PanglaoDB	https://panglaodb.se/	1394	corticotropin releasing hormone receptor 1
Human	PACSIN1	Interneurons	PanglaoDB	https://panglaodb.se/	29993	protein kinase C and casein kinase substrate in neurons 1
